Query	Subject	% Similarity
CT_145	TC_RS02105	77.82
CT_146	CT_146	100.0
CT_146	CTL0401	99.3
CT_146	TC_RS02110	77.63
CT_147	CT_147	100.0
CT_147	CTL0402	98.76
CT_148	CT_148	100.0
CT_148	CTL0403	99.54
CT_149	CT_149	100.0
CT_149	CTL0404	99.58
CT_150	CT_150	100.0
CT_150	CTL0405	99.37
CT_150	TC_RS02135	96.23
CT_151	CT_151	100.0
CT_151	CTL0406	99.6
CT_151	TC_RS02140	80.83
CT_152	CT_152	100.0
CT_152	CTL0407	99.85
CT_153	CT_153	100.0
CT_153	CTL0408	99.38
CT_154	CT_154	100.0
CT_154	CTL0409	98.84
CT_154	CT_155	100.0
CT_155	CT_155	100.0
CT_155	CTL0411	99.36
CT_155	CT_156	100.0
CT_155	CT_154	100.0
CT_156	CT_156	100.0
CT_156	CT_155	100.0
CT_156	CTL0411	99.17
CT_157	CT_157	100.0
CT_157	CTL0413	97.21
CT_158	CT_158	100.0
CT_158	CTL0414a	98.91
CT_158	CT_159	100.0
CT_159	CT_159	100.0
CT_159	CTL0417a	99.29
CT_159	CT_158	100.0
CT_160	CT_160	100.0
CT_160	CTL0417b	98.73
CT_161	CT_161	100.0
CT_161	CTL0417	98.52
CT_162	CT_162	100.0
CT_162	CTL0418	97.93
CT_163	CT_163	100.0
CT_163	CTL0419	99.2
CT_163	CTL0419	99.63
CT_164	CT_164	100.0
CT_165	CT_165	100.0
CT_166	CT_166	100.0
CT_167	CT_167	100.0
CT_167	CTL0420	97.45
CT_168	CT_168	100.0
CT_168	CTL0421	99.01
CT_169	CT_169	100.0
CT_169	CTL0422	99.3
CT_170	CT_170	100.0
CT_170	CTL0423	99.92
CT_171	CT_171	100.0
CT_171	CTL0424	99.21
CT_172	CT_172	100.0
CT_172	CTL0425	98.99
CT_172.1	CT_172.1	100.0
CT_172.1	CTL0426	100.0
CT_173	CT_173	100.0
CT_174	CT_174	100.0
CT_174	CTL0426A	99.27
CT_174	CTL0426	93.22
CT_175	CT_175	100.0
CT_175	CTL0427	99.75
CT_175	TC_RS02225	75.71
CT_176	CT_176	100.0
CT_176	CTL0428	99.75
CT_177	CT_177	100.0
CT_177	CTL0429	99.58
CT_178	CT_178	100.0
CT_178	CTL0430	99.51
CT_179	CT_179	100.0
CT_179	CTL0431	99.61
CT_180	CT_180	100.0
CT_180	CTL0432	99.28
CT_t05	CT_t05	100.0
CT_t05	CTL_t14	100.0
CT_t05	CPnt07	100.0
CT_t05	TC_RS02260	100.0
CT_t06	CT_t06	100.0
CT_t06	CTL_t02	100.0
CT_t06	CPnt08	98.63
CT_t06	TC_RS02265	98.63
CT_181	CT_181	100.0
CT_181	CTL0433	99.44
CT_182	CT_182	100.0
CT_182	CTL0434	98.95
CT_183	CT_183	100.0
CT_183	CTL0435	99.63
CT_184	CT_184	100.0
CT_184	CTL0436	99.78
CT_185	CT_185	100.0
CT_185	CTL0437	99.39
CT_185	TC_RS02290	83.18
CT_186	CT_186	100.0
CT_186	CTL0438	99.48
CT_187	CT_187	100.0
CT_187	CTL0439	99.54
CT_188	CT_188	100.0
CT_188	CTL0440	99.51
CT_188	TC_RS02305	79.77
CT_189	CT_189	100.0
CT_189	CTL0441	99.56
CT_189	TC_RS02310	84.21
CT_190	CT_190	100.0
CT_190	CTL0442	99.59
CT_190	TC_RS02315	81.56
CT_190	CPn0275	75.45
CT_190	CPn0275	82.29
CT_191	CT_191	100.0
CT_191	CTL0443	99.15
CT_191	TC_RS02320	86.86
CT_192	CT_192	100.0
CT_192	CTL0444	98.42
CT_193	CT_193	100.0
CT_193	CTL0445	99.73
CT_193	CPn0219	72.19
CT_194	CT_194	100.0
CT_194	CTL0446	99.65
CT_195	CT_195	100.0
CT_195	CTL0447	99.18
CT_196	CT_196	100.0
CT_196	CTL0448	99.07
CT_197	CT_197	100.0
CT_197	CTL0449	99.61
CT_197	TC_RS02350	83.33
CT_197	CT_198	100.0
CT_197	CTL0450	100.0
CT_198	CT_198	100.0
CT_198	CTL0450	99.55
CT_198	CT_197	100.0
CT_198	CTL0449	100.0
CT_199	CT_199	100.0
CT_199	CTL0451	99.47
CT_200	CT_200	100.0
CT_200	CTL0452	99.65
CT_201	CT_201	100.0
CT_201	CTL0453	99.4
CT_202	CT_202	100.0
CT_202	CTL0454	99.33
CT_202	TC_RS02375	79.44
CT_203	CT_203	100.0
CT_203	CTL0455	99.87
CT_203	TC_RS02380	86.53
CT_204	CT_204	100.0
CT_204	CTL0456	99.58
CT_204	TC_RS02385	84.41
CT_205	CT_205	100.0
CT_205	CTL0457	99.7
CT_205	TC_RS02390	79.65
CT_206	CT_206	100.0
CT_206	CTL0458	99.65
CT_207	CT_207	100.0
CT_207	CTL0459	99.7
CT_207	TC_RS02400	81.51
CT_t07	CT_t07	100.0
CT_t07	CTL_t22	100.0
CT_t07	TC_RS02405	100.0
CT_t07	CPnt06	95.95
CT_t08	CT_t08	100.0
CT_t08	CTL_t23	100.0
CT_t08	CPnt05	100.0
CT_t08	TC_RS02410	100.0
CT_208	CT_208	100.0
CT_208	CTL0460	99.61
CT_208	TC_RS02415	77.98
CT_209	CT_209	100.0
CT_209	CTL0461	99.43
CT_209	TC_RS02420	80.59
CT_210	CT_210	100.0
CT_210	CTL0462	99.05
CT_211	CT_211	100.0
CT_211	CTL0463	99.47
CT_212	CT_212	100.0
CT_212	CTL0464	99.33
CT_213	CT_213	100.0
CT_213	CTL0465	99.86
CT_213	TC_RS02440	78.67
CT_214	CT_214	100.0
CT_214	CTL0466	99.21
CT_215	CT_215	100.0
CT_215	CTL0467	99.52
CT_215	TC_RS02455	85.92
CT_216	CT_216	100.0
CT_216	CTL0468	99.43
CT_217	CT_217	100.0
CT_217	CTL0469	99.72
CT_218	CT_218	100.0
CT_218	CTL0470	99.53
CT_219	CT_219	100.0
CT_219	CTL0471	99.67
CT_220	CT_220	100.0
CT_220	CTL0472	99.65
CT_221	CT_221	100.0
CT_221	CTL0473	99.67
CT_t09	CT_t09	100.0
CT_t09	CTL_t07	100.0
CT_t09	TC_RS02495	98.65
CT_t09	CPnt12	97.3
CT_t10	CT_t10	100.0
CT_t10	CTL_t37	100.0
CT_t10	CPnt11	100.0
CT_t10	TC_RS02500	100.0
CT_221.1	CT_221.1	100.0
CT_221.1	CTL0474	99.29
CT_223	CT_223	100.0
CT_223	CTL0476	95.45
CT_224	CT_224	100.0
CT_224	CTL0477	99.55
CT_225	CT_225	100.0
CT_225	CTL0477A	99.73
CT_226	CT_226	100.0
CT_226	CTL0478	99.03
CT_227	CT_227	100.0
CT_227	CTL0479	99.25
CT_228	CT_228	100.0
CT_228	CTL0480	98.48
CT_229	CT_229	100.0
CT_229	CTL0481	96.6
CT_230	CT_230	100.0
CT_230	CTL0482	99.36
CT_231	CT_231	100.0
CT_231	CTL0483	99.59
CT_231	TC_RS02550	81.36
CT_232	CT_232	100.0
CT_232	CTL0484	99.14
CT_233	CT_233	100.0
CT_233	CTL0485	98.88
CT_234	CT_234	100.0
CT_234	CTL0486	99.5
CT_234	TC_RS02565	80.42
CT_235	CT_235	100.0
CT_235	CTL0487	99.28
CT_235	TC_RS02570	84.3
CT_236	CT_236	100.0
CT_236	CTL0488	99.57
CT_236	TC_RS02575	92.31
CT_237	CT_237	100.0
CT_237	CTL0489	99.6
CT_238	CT_238	100.0
CT_238	CTL0490	99.35
CT_238	TC_RS02585	81.1
CT_239	CT_239	100.0
CT_239	CTL0491	99.69
CT_240	CT_240	100.0
CT_240	CTL0492	98.84
CT_241	CT_241	100.0
CT_241	CTL0493	99.37
CT_241	TC_RS02600	82.62
CT_242	CT_242	100.0
CT_242	CTL0494	100.0
CT_242	TC_RS02605	84.89
CT_243	CT_243	100.0
CT_243	CTL0495	99.72
CT_244	CT_244	100.0
CT_244	CTL0496	99.16
CT_245	CT_245	100.0
CT_245	CTL0497	99.9
CT_245	TC_RS02620	83.97
CT_246	CT_246	100.0
CT_246	CTL0498	99.59
CT_246	TC_RS02625	85.74
CT_247	CT_247	100.0
CT_247	CTL0499	99.38
CT_247	TC_RS02630	80.09
CT_248	CT_248	100.0
CT_248	CTL0500	99.84
CT_248	TC_RS02635	84.42
CT_249	CT_249	100.0
CT_249	CTL0500A	97.72
CT_250	CT_250	100.0
CT_250	CTL0501	99.34
CT_250	TC_RS02645	82.75
CT_251	CT_251	100.0
CT_251	CTL0503	99.49
CT_251	TC_RS02650	82.23
CT_252	CT_252	100.0
CT_252	CTL0504	99.63
CT_252	TC_RS02655	80.24
CT_253	CT_253	100.0
CT_253	CTL0505	100.0
CT_253	TC_RS02660	85.45
CT_254	CT_254	100.0
CT_254	CTL0506	98.7
CT_255	CT_255	100.0
CT_255	CTL0507	98.96
CT_256	CT_256	100.0
CT_256	CTL0508	99.76
CT_256	TC_RS02675	82.2
CT_257	CT_257	100.0
CT_257	CTL0509	99.18
CT_258	CT_258	100.0
CT_258	CTL0510	99.73
CT_259	CT_259	100.0
CT_259	CTL0511	99.6
CT_259	TC_RS02690	83.18
CT_260	CT_260	100.0
CT_260	CTL0512	99.59
CT_261	CT_261	100.0
CT_261	CTL0513	99.86
CT_262	CT_262	100.0
CT_262	CTL0514	99.48
CT_262	TC_RS02705	79.17
CT_263	CT_263	100.0
CT_263	CTL0515	99.49
CT_264	CT_264	100.0
CT_264	CTL0516	99.48
CT_264	TC_RS02715	81.48
CT_264	CT_265	100.0
CT_264	CTL0517	100.0
CT_265	CT_265	100.0
CT_265	CTL0517	99.49
CT_265	TC_RS02720	88.21
CT_265	CT_264	100.0
CT_265	CTL0516	100.0
CT_266	CT_266	100.0
CT_266	CTL0518	99.49
CT_266	TC_RS02725	78.69
CT_267	CT_267	100.0
CT_267	CTL0519	100.0
CT_267	TC_RS02730	95.05
CT_268	CT_268	100.0
CT_268	CTL0520	100.0
CT_268	TC_RS02735	79.8
CT_268	CT_269	100.0
CT_268	CTL0521	100.0
CT_268	TC_RS02740	95.89
CT_269	CT_269	100.0
CT_269	CTL0521	99.24
CT_269	TC_RS02740	79.75
CT_269	CT_268	100.0
CT_269	CTL0520	100.0
CT_269	TC_RS02735	95.89
CT_270	CT_270	100.0
CT_270	CTL0522	99.79
CT_270	TC_RS02750	82.03
CT_271	CT_271	100.0
CT_271	CTL0523	99.65
CT_271	TC_RS02755	88.19
CT_272	CT_272	100.0
CT_272	CTL0524	99.45
CT_272	TC_RS02760	84.27
CT_273	CT_273	100.0
CT_273	CTL0525	99.65
CT_273	TC_RS02765	80.98
CT_274	CT_274	100.0
CT_274	CTL0526	100.0
CT_274	TC_RS02770	84.92
CT_275	CT_275	100.0
CT_275	CTL0527	99.78
CT_275	TC_RS02775	87.22
CT_276	CT_276	100.0
CT_276	CTL0528	99.49
CT_276	TC_RS02780	81.36
CT_276	CT_277	100.0
CT_276	CTL0529	100.0
CT_277	CT_277	100.0
CT_277	CTL0529	99.39
CT_277	TC_RS02785	77.2
CT_277	CT_276	100.0
CT_277	CTL0528	100.0
CT_278	CT_278	100.0
CT_278	CTL0530	99.74
CT_279	CT_279	100.0
CT_279	CTL0531	99.68
CT_279	TC_RS02795	80.5
CT_280	CT_280	100.0
CT_280	CTL0532	99.53
CT_281	CT_281	100.0
CT_281	CTL0533	99.46
CT_281	TC_RS02805	85.43
CT_282	CT_282	100.0
CT_282	CTL0534	95.48
CT_283	CT_283	100.0
CT_283	CTL0535	97.83
CT_283	TC_RS02815	79.23
CT_284	CT_284	100.0
CT_284	CTL0536	99.72
CT_284	TC_RS02820	78.09
CT_285	CT_285	100.0
CT_285	CTL0537	99.58
CT_286	CT_286	100.0
CT_286	CTL0538	99.77
CT_286	TC_RS02830	85.23
CT_287	CT_287	100.0
CT_287	CTL0539	99.81
CT_288	CT_288	100.0
CT_288	CTL0540	98.05
CT_289	CT_289	100.0
CT_289	CTL0541	98.78
CT_289	TC_RS02845	88.27
CT_290	CT_290	100.0
CT_290	CTL0542	99.56
CT_291	CT_291	100.0
CT_291	CTL0543	100.0
CT_292	CT_292	100.0
CT_292	CTL0544	100.0
CT_292	TC_RS02860	84.7
CT_293	CT_293	100.0
CT_293	CTL0545	97.3
CT_293	TC_RS02865	84.32
CT_294	CT_294	100.0
CT_294	CTL0546	96.94
CT_295	CT_295	100.0
CT_295	CTL0547	98.54
CT_296	CT_296	100.0
CT_296	CTL0548	99.36
CT_297	CT_297	100.0
CT_297	CTL0549	99.57
CT_297	TC_RS02885	80.83
CT_298	CT_298	100.0
CT_298	CTL0550	99.78
CT_298	TC_RS02890	82.47
CT_299	CT_299	100.0
CT_299	CTL0551	100.0
CT_300	CT_300	100.0
CT_300	CTL0552	98.83
CT_301	CT_301	100.0
CT_301	CTL0553	99.57
CT_301	TC_RS02910	78.45
CT_302	CT_302	100.0
CT_302	CTL0554	99.61
CT_302	TC_RS02915	82.5
CT_303	CT_303	100.0
CT_303	CTL0555	99.81
CT_303	CT_304	100.0
CT_303	CTL0556	100.0
CT_303	TC_RS02925	94.87
CT_304	CT_304	100.0
CT_304	CTL0556	99.53
CT_304	TC_RS02925	91.31
CT_304	CT_303	100.0
CT_304	CTL0555	100.0
CT_305	CT_305	100.0
CT_305	CTL0557	99.33
CT_306	CT_306	100.0
CT_306	CTL0558	99.67
CT_307	CT_307	100.0
CT_307	CTL0559	98.03
CT_307	TC_RS02940	87.1
CT_308	CT_308	100.0
CT_308	CTL0560	99.77
CT_308	TC_RS02945	86.61
CT_309	CT_309	100.0
CT_309	CTL0561	98.38
CT_309	TC_RS02950	86.53
CT_309	CPn0087	71.1
CT_310	CT_310	100.0
CT_310	CTL0562	98.41
CT_310	TC_RS02955	83.31
CT_311	CT_311	100.0
CT_311	CTL0563	96.62
CT_311	TC_RS02960	79.86
CT_312	CT_312	100.0
CT_312	CTL0564	96.24
CT_313	CT_313	100.0
CT_313	CTL0565	97.87
CT_313	TC_RS02970	86.48
CT_314	CT_314	100.0
CT_314	CTL0566	97.33
CT_314	TC_RS02975	86.9
CT_314	CPn0082	78.76
CT_315	CT_315	100.0
CT_315	CTL0567	99.12
CT_315	TC_RS02980	87.45
CT_316	CT_316	100.0
CT_316	CTL0568	100.0
CT_316	TC_RS02985	97.71
CT_316	CPn0080	83.84
CT_317	CT_317	100.0
CT_317	CTL0569	98.84
CT_317	TC_RS02990	91.33
CT_318	CT_318	100.0
CT_318	CTL0570	99.14
CT_318	TC_RS02995	91.42
CT_319	CT_319	100.0
CT_319	CTL0571	99.3
CT_319	TC_RS03000	92.72
CT_320	CT_320	100.0
CT_320	CTL0572	99.64
CT_320	TC_RS03005	90.86
CT_321	CT_321	100.0
CT_321	CTL0573	98.39
CT_321	TC_RS03010	91.16
CT_t11	CT_t11	100.0
CT_t11	CTL_t34	100.0
CT_t11	TC_RS03015	100.0
CT_t11	CPnt03	95.71
CT_322	CT_322	100.0
CT_322	CTL0574	98.82
CT_322	TC_RS03020	92.07
CT_322	CPn0074	83.5
CT_t12	CT_t12	100.0
CT_t12	CTL_t33	100.0
CT_t12	TC_RS03025	100.0
CT_t12	CPnt02	95.83
CT_323	CT_323	100.0
CT_323	CTL0575	99.55
CT_323	TC_RS03030	90.95
CT_324	CT_324	100.0
CT_324	CTL0576	99.45
CT_324	TC_RS03035	79.02
CT_325	CT_325	100.0
CT_325	CTL0577	99.78
CT_326	CT_326	100.0
CT_326	CTL0578	99.6
CT_326	CTL0578	99.27
CT_326.1	CT_326.1	100.0
CT_326.1	CTL0578	97.69
CT_326.2	CT_326.2	100.0
CT_326.2	CTL0580	100.0
CT_t13	CT_t13	100.0
CT_t13	CTL_t21	100.0
CT_t13	TC_RS03050	100.0
CT_t13	CPnt01	91.94
CT_327	CT_327	100.0
CT_327	CTL0581	99.2
CT_328	CT_328	100.0
CT_328	CTL0582	99.39
CT_329	CT_329	100.0
CT_329	CTL0583	99.48
CT_329	TC_RS03070	81.59
CT_330	CT_330	100.0
CT_330	CTL0584	99.27
CT_331	CT_331	100.0
CT_331	CTL0585	99.58
CT_331	TC_RS03085	78.28
CT_332	CT_332	100.0
CT_332	CTL0586	99.59
CT_332	TC_RS03090	83.44
CT_333	CT_333	100.0
CT_333	CTL0587	99.74
CT_333	TC_RS03095	77.83
CT_334	CT_334	100.0
CT_334	CTL0588	99.57
CT_334	TC_RS03100	79.72
CT_335	CT_335	100.0
CT_335	CTL0589	100.0
CT_336	CT_336	100.0
CT_336	CTL0590	99.71
CT_337	CT_337	100.0
CT_337	CTL0591	99.7
CT_337	TC_RS03115	83.88
CT_338	CT_338	100.0
CT_338	CTL0592	99.57
CT_339	CT_339	100.0
CT_339	CTL0593	99.74
CT_339	TC_RS03130	76.14
CT_339	CTL0592a	100.0
CT_340	CT_340	100.0
CT_340	CTL0594	99.85
CT_340	TC_RS03135	83.91
CT_341	CT_341	100.0
CT_341	CTL0595	99.41
CT_341	TC_RS03140	85.67
CT_342	CT_342	100.0
CT_342	CTL0596	99.44
CT_342	TC_RS03145	94.89
CT_343	CT_343	100.0
CT_343	CTL0597	99.68
CT_344	CT_344	100.0
CT_344	CTL0598	99.67
CT_344	TC_RS03155	84.84
CT_345	CT_345	100.0
CT_345	CTL0599	99.18
CT_346	CT_346	100.0
CT_346	CTL0600	99.67
CT_347	CT_347	100.0
CT_347	CTL0601	99.79
CT_347	TC_RS03170	83.32
CT_348	CT_348	100.0
CT_348	CTL0602	99.43
CT_348	TC_RS03175	83.96
CT_349	CT_349	100.0
CT_349	CTL0603	99.66
CT_349	TC_RS03180	84.26
CT_350	CT_350	100.0
CT_350	CTL0604	99.71
CT_350	TC_RS03185	79.22
CT_351	CT_351	100.0
CT_351	CTL0605	99.24
CT_351	TC_RS03190	81.53
CT_352	CT_352	100.0
CT_352	CTL0606	100.0
CT_352	TC_RS03195	92.66
CT_353	CT_353	100.0
CT_353	CTL0607	100.0
CT_354	CT_354	100.0
CT_354	CTL0608	99.88
CT_354	TC_RS03205	82.73
CT_355	CT_355	100.0
CT_355	CTL0609	99.53
CT_355	TC_RS03210	82.58
CT_356	CT_356	100.0
CT_356	CTL0610	99.48
CT_t14	CT_t14	100.0
CT_t14	TC_RS03220	100.0
CT_t14	CTL_t28	98.81
CT_357R	CT_357R	100.0
CT_357R	CT_357	100.0
CT_357R	CTL0611A	100.0
CT_357	CT_357	100.0
CT_357	CTL0611A	99.4
CT_357	CT_357R	100.0
CT_358	CT_358	100.0
CT_358	CTL0612	98.25
CT_359	CT_359	100.0
CT_359	CTL0613	99.32
CT_360	CT_360	100.0
CT_360	CTL0614	99.36
CT_361	CT_361	100.0
CT_361	CTL0615	99.54
CT_362	CT_362	100.0
CT_362	CTL0616	99.54
CT_363	CT_363	100.0
CT_363	CTL0617	99.6
CT_363	TC_RS03255	80.66
CT_364	CT_364	100.0
CT_364	CTL0618	99.34
CT_365	CT_365	100.0
CT_365	CTL0619	98.96
CT_366	CT_366	100.0
CT_366	CTL0620	99.32
CT_366	TC_RS03270	79.61
CT_366	CT_367	100.0
CT_366	CTL0621	100.0
CT_367	CT_367	100.0
CT_367	CTL0621	99.46
CT_367	CT_366	100.0
CT_367	CTL0620	100.0
CT_368	CT_368	100.0
CT_368	CTL0622	99.44
CT_369	CT_369	100.0
CT_369	CTL0623	99.73
CT_370	CT_370	100.0
CT_370	CTL0624	99.45
CT_371	CT_371	100.0
CT_371	CTL0625	99.36
CT_372	CT_372	100.0
CT_372	CTL0626	99.32
CT_373	CT_373	100.0
CT_373	CTL0627	99.32
CT_374	CT_374	100.0
CT_374	CTL0628	99.52
CT_374	TC_RS03310	80.89
CT_375	CT_375	100.0
CT_375	CTL0629	99.81
CT_375	TC_RS03315	82.98
CT_376	CT_376	100.0
CT_376	CTL0630	99.59
CT_376	TC_RS03320	83.28
CT_377	CT_377	100.0
CT_377	CTL0631	100.0
CT_378	CT_378	100.0
CT_378	CTL0633	99.56
CT_378	TC_RS03330	80.47
CT_379	CT_379	100.0
CT_379	CTL0634	99.48
CT_380	CT_380	100.0
CT_380	CTL0635	99.38
CT_381	CT_381	100.0
CT_381	CTL0636	99.1
CT_382	CT_382	100.0
CT_382	CTL0637	99.76
CT_382.1	CT_382.1	100.0
CT_382.1	CTL0638	98.96
CT_383	CT_383	100.0
CT_383	CTL0639	99.45
CT_384	CT_384	100.0
CT_384	CTL0640	99.88
CT_384	TC_RS03365	77.48
CT_385	CT_385	100.0
CT_385	CTL0641	99.7
CT_385	TC_RS03370	90.15
CT_386	CT_386	100.0
CT_386	CTL0642	99.66
CT_386	TC_RS03375	83.79
CT_386	TC_RS03380	100.0
CT_387	CT_387	100.0
CT_387	CTL0643	99.66
CT_388	CT_388	100.0
CT_388	CTL0644	99.71
CT_389	CT_389	100.0
CT_389	CTL0645	99.43
CT_389	TC_RS03395	83.82
CT_390	CT_390	100.0
CT_390	CTL0646	99.66
CT_391	CT_391	100.0
CT_391	CTL0647	99.5
CT_392	CT_392	100.0
CT_392	CTL0648	99.2
CT_393	CT_393	100.0
CT_393	CTL0649	99.48
CT_393	TC_RS03415	81.24
CT_394	CT_394	100.0
CT_394	CTL0650	99.24
CT_394	TC_RS03420	83.83
CT_395	CT_395	100.0
CT_395	CTL0651	99.83
CT_395	TC_RS03425	87.63
CT_396	CT_396	100.0
CT_396	CTL0652	99.9
CT_396	TC_RS03430	88.25
CT_396	CPn0503	77.78
CT_397	CT_397	100.0
CT_397	CTL0654	99.57
CT_398	CT_398	100.0
CT_398	CTL0655	99.61
CT_398	TC_RS03440	88.64
CT_398	CPn0525	78.29
CT_398.1	CT_398.1	100.0
CT_398.1	CTL655a	99.68
CT_398.1	TC_RS04740	93.51
CT_398.1	CPns02	81.94
CT_399	CT_399	100.0
CT_399	CTL0656	99.19
CT_399	TC_RS03445	81.54
CT_400	CT_400	100.0
CT_400	CTL0657	99.49
CT_400	TC_RS03450	81.37
CT_401	CT_401	100.0
CT_401	CTL0658	99.68
CT_402	CT_402	100.0
CT_402	CTL0659	99.46
CT_402	TC_RS03460	82.15
CT_403	CT_403	100.0
CT_403	CTL0660	99.63
CT_403	TC_RS03465	81.99
CT_404	CT_404	100.0
CT_404	CTL0661	99.15
CT_404	TC_RS03470	82.91
CT_405	CT_405	100.0
CT_405	CTL0662	99.5
CT_406	CT_406	100.0
CT_406	CTL0663	99.57
CT_406	TC_RS03480	89.25
CT_407	CT_407	100.0
CT_407	CTL0664	99.73
CT_407	TC_RS03485	89.6
CT_408	CT_408	100.0
CT_408	CTL0665	98.61
CT_408	TC_RS03490	80.4
CT_409	CT_409	100.0
CT_409	CTL0666	99.56
CT_409	TC_RS03495	80.91
CT_410	CT_410	100.0
CT_410	CTL0667	99.61
CT_410	TC_RS03500	81.96
CT_411	CT_411	100.0
CT_411	CTL0668	99.73
CT_411	TC_RS03505	79.52
CT_412	CT_412	100.0
CT_412	CTL0669	99.9
CT_412	TC_RS03510	77.69
CT_413	CT_413	100.0
CT_413	CTL0670	98.63
CT_413	TC_RS03515	78.17
CT_414	CT_414	100.0
CT_414	CTL0671	99.39
CT_414	CTL0671	98.87
CT_414	CTL0671	97.7
CT_414	TC_RS03520	80.15
CT_t15	CT_t15	100.0
CT_t15	CTL_t29	100.0
CT_t15	TC_RS03525	100.0
CT_t15	CPnt15	97.62
CT_415	CT_415	100.0
CT_415	CTL0672	99.76
CT_416	CT_416	100.0
CT_416	CTL0673	99.86
CT_417	CT_417	100.0
CT_417	CTL0674	99.66
CT_417	CT_418	100.0
CT_417	CTL0675	98.82
CT_418	CT_418	100.0
CT_418	CTL0675	99.4
CT_418	TC_RS03545	84.58
CT_418	CT_417	100.0
CT_418	CTL0674	98.82
CT_419	CT_419	100.0
CT_419	CTL0676	99.6
CT_419	TC_RS03550	95.24
CT_420	CT_420	100.0
CT_420	CTL0677	99.38
CT_420	TC_RS03555	92.9
CT_t16	CT_t16	100.0
CT_t16	CTL_t24	100.0
CT_t16	TC_RS03560	100.0
CT_t16	CPnt16	97.26
CT_421	CT_421	100.0
CT_421	CTL0678	99.15
CT_421	TC_RS03565	82.81
CT_421.1	CT_421.1	100.0
CT_421.1	CTL0679	99.38
CT_421.2	CT_421.2	100.0
CT_421.2	CTL0680	99.38
CT_421.2	TC_RS04815	90.97
CT_422	CT_422	100.0
CT_422	CTL0681	99.59
CT_422	TC_RS03570	82.38
CT_423	CT_423	100.0
CT_423	CTL0682	99.46
CT_424	CT_424	100.0
CT_424	CTL0683	100.0
CT_424	TC_RS03580	87.54
CT_425	CT_425	100.0
CT_425	CTL0684	99.79
CT_425	TC_RS03585	83.98
CT_426	CT_426	100.0
CT_426	CTL0685	99.82
CT_426	CT_427	100.0
CT_426	CTL0686	100.0
CT_427	CT_427	100.0
CT_427	CTL0686	99.64
CT_427	CT_428	100.0
CT_427	CTL0687	98.46
CT_427	CT_426	100.0
CT_427	CTL0685	100.0
CT_428	CT_428	100.0
CT_428	CTL0687	99.71
CT_428	CT_427	100.0
CT_428	CTL0686	98.46
CT_429	CT_429	100.0
CT_429	CTL0688	98.89
CT_429	TC_RS03605	84.61
CT_430	CT_430	100.0
CT_430	CTL0689	99.88
CT_430	CT_431	100.0
CT_430	CTL0690	100.0
CT_431	CT_431	100.0
CT_431	CTL0690	99.65
CT_431	TC_RS03615	87.91
CT_431	CT_430	100.0
CT_431	CTL0689	100.0
CT_432	CT_432	100.0
CT_432	CTL0691	99.73
CT_432	TC_RS03620	84.92
CT_433	CT_433	100.0
CT_433	CTL0692	99.55
CT_434	CT_434	100.0
CT_434	CTL0693	99.81
CT_435	CT_435	100.0
CT_435	CTL0694	99.72
CT_436	CT_436	100.0
CT_436	CTL0695	99.69
CT_436	TC_RS03640	93.4
CT_436	CPn0549	83.39
CT_437	CT_437	100.0
CT_437	CTL0696	99.52
CT_437	TC_RS03645	85.96
CT_437	CPn0550	79.33
CT_438	CT_438	100.0
CT_438	CTL0697	99.79
CT_438	TC_RS03650	92.41
CT_439	CT_439	100.0
CT_439	CTL0698	98.92
CT_439	TC_RS03655	94.89
CT_440	CT_440	100.0
CT_440	CTL0699	99.71
CT_441	CT_441	100.0
CT_441	CTL0700	99.59
CT_441	TC_RS03665	82.08
CT_442	CT_442	100.0
CT_442	CTL0701	95.21
CT_443	CT_443	100.0
CT_443	CTL0702	99.28
CT_443	TC_RS03680	88.91
CT_443	CPn0557	75.38
CT_444	CT_444	100.0
CT_444	CTL0703	99.25
CT_444	TC_RS03685	90.67
CT_444.1	CT_444.1	100.0
CT_444.1	CTL0704	99.56
CT_445	CT_445	100.0
CT_445	CTL0705	99.54
CT_445	TC_RS03695	85.34
CT_446	CT_446	100.0
CT_446	CTL0706	99.64
CT_446	TC_RS03700	84.0
CT_447	CT_447	100.0
CT_447	CTL0707	99.72
CT_448	CT_448	100.0
CT_448	CTL0708a	99.57
CT_448	TC_RS03710	81.03
CT_448	CTL0708	100.0
CT_449	CT_449	100.0
CT_449	CTL0709	99.4
CT_450	CT_450	100.0
CT_450	CTL0710	99.34
CT_450	TC_RS03720	84.8
CT_451	CT_451	100.0
CT_451	CTL0711	99.46
CT_452	CT_452	100.0
CT_452	CTL0712	99.69
CT_452	TC_RS03730	80.34
CT_453	CT_453	100.0
CT_453	CTL0713	100.0
CT_454	CT_454	100.0
CT_454	CTL0714	99.59
CT_454	TC_RS03740	80.81
CT_455	CT_455	100.0
CT_455	CTL0715	99.48
CT_456	CT_456	100.0
CT_456	CT_456	98.05
CT_456	CT_456	98.05
CT_456	CT_456	96.2
CT_456	CT_456	96.2
CT_456	CTL0716	96.76
CT_456	CTL0716	94.09
CT_456	CTL0716	99.21
CT_456	CTL0716	92.13
CT_456	CTL0716	92.13
CT_456	CTL0716	90.78
CT_456	CTL0716	91.8
CT_456	CTL0716	92.34
CT_456	CTL0716	89.22
CT_456	CTL0716	89.19
CT_457	CT_457	100.0
