		NCBI 								Transposon mutants									In vitro screening		In vivo screening		UniProt							Pubmed											String 		Pubmed	effectors.org			Phobius	RCSB PDB	Pubmed		ODB/DOOR/Pubmed
CT447	CTL0707	L2/434/BU	471472	recJ	835937	837691	-	5858123															YP_001654779.1	584	O84429	single-stranded-DNA-specific exonuclease						3	25920978					Constitutive	12730178												
CT448	CTL0708a	L2/434/BU	471472	secF	837809	842011	-	5858531															YP_001654780.1	1400	O84430	bifunctional preprotein translocase subunit SecD/SecF						12	25920978					Constitutive	12730178												
CT449	CTL0709	L2/434/BU	471472	-	842431	842763	-	5858520															YP_001654781.1	110	O84431	hypothetical protein CTL0709						4	25920978					ND	12730178												
CT450	CTL0710	L2/434/BU	471472	uppS	843225	843986	+	5858394															YP_001654782.1	253	O84432	undecaprenyl pyrophosphate synthase						1	25920978					Constitutive	12730178												
CT451	CTL0711	L2/434/BU	471472	cdsA	843992	844909	+	5858818															YP_001654783.1	305	O84433	phosphatidate cytidylyltransferase						1	25920978					Constitutive	12730178												
CT452	CTL0712	L2/434/BU	471472	cmk	844906	845556	+	5858467															YP_001654784.1	216	O84434	cytidylate kinase						2	25920978					Constitutive	12730178												
CT453	CTL0713	L2/434/BU	471472	plsC	845553	846203	+	5858044															YP_001654785.1	216	O84435	1-acyl-sn-glycerol-3-phosphate acyltransferase						0	25920978					Constitutive	12730178												
CT454	CTL0714	L2/434/BU	471472	argS	846218	847909	+	5858772															YP_001654786.1	563	O84436	arginyl-tRNA synthetase						1	25920978					Constitutive	12730178												
CT455	CTL0715	L2/434/BU	471472	murA	847947	849281	-	5858463															YP_001654787.1	444	O84437	UDP-N-acetylglucosamine 1-carboxyvinyltransferase						1	25920978					Mid_Late	12730178												
CT456	CTL0716	L2/434/BU	471472	tarp	849494	852511	+	5858633															YP_001654788.1	1005	O84438	translocated actin-recruiting phosphoprotein						18	25920978					Late	12730178												
CT457	CTL0717	L2/434/BU	471472	-	852563	853279	-	5858082															YP_001654789.1	238	O84439	hypothetical protein CTL0717						4	25920978					Late	12730178												
CT458	CTL0718	L2/434/BU	471472	-	853462	853965	-	5857916															YP_001654790.1	167	O84440	ribosomal-protein-alanine acetyltransferase						0	25920978					Late	12730178												
CT459	CTL0719	L2/434/BU	471472	prfB	853962	855069	-	5858265															YP_001654791.1	368	O84441	peptide chain release factor 2						4	25920978	subst	KH unpub			Late	12730178												
CT460	CTL0720	L2/434/BU	471472	-	855389	855649	+	5858020															YP_001654792.1	86	O84442	hypothetical protein CTL0720						0	25920978					Constitutive	12730178												
CT461	CTL0721	L2/434/BU	471472	-	855707	856696	+	5858324															YP_001654793.1	329	O84443	metallo-phosphoesterase						1	25920978					Constitutive	12730178												
CT462	CTL0722	L2/434/BU	471472	ispD	856686	857345	+	5858346															YP_001654794.1	219	O84444	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase						0	25920978					Constitutive	12730178												
CT463	CTL0723	L2/434/BU	471472	truA	857354	858157	+	5858814															YP_001654795.1	267	O84445	tRNA pseudouridine synthase A						0	25920978					Constitutive	12730178												
CT464	CTL0724	L2/434/BU	471472	-	858109	858783	-	5858823															YP_001654796.1	224	O84446	HAD superfamily hydrolase						2	25920978					Constitutive	12730178												
CT465	CTL0725	L2/434/BU	471472	-	858876	859517	+	5858348															YP_001654797.1	213	O84447	hypothetical protein CTL0725						1	25920978					ND	12730178												
CT466	CTL0726	L2/434/BU	471472	-	859811	860140	+	5858303															YP_001654798.1	109	O84448	hypothetical protein CTL0726						0	25920978					Constitutive	12730178												
CT467	CTL0727	L2/434/BU	471472	atoS	860118	861176	+	5858377															YP_001654799.1	352	O84449	two component regulator histidine kinase						0	25920978					Constitutive	12730178												
CT468	CTL0728	L2/434/BU	471472	atoC	861219	862379	+	5858613															YP_001654800.1	386	O84450	two component system response regulator						0	25920978					Constitutive	12730178												
CT469	CTL0729	L2/434/BU	471472	-	862606	863142	+	5857912															YP_001654801.1	178	O84451	hypothetical protein CTL0729						1	25920978					Constitutive	12730178												
CT470	CTL0730	L2/434/BU	471472	recO	863112	863843	+	5858380															YP_001654802.1	243	O84452	DNA repair protein RecO						4	25920978					Constitutive	12730178												
CT471	CTL0731	L2/434/BU	471472	-	863840	864442	-	5858178															YP_001654803.1	200	O84453	hypothetical protein CTL0731						3	25920978					Constitutive	12730178												
CT472	CTL0733	L2/434/BU	471472	-	864920	865714	+	5858300															YP_001654804.1	264	O84454	hypothetical protein CTL0733						0	25920978					Constitutive	12730178												
CT473	CTL0734	L2/434/BU	471472	lda3	865720	866034	+	5857911															YP_001654805.1	104	O84455	hypothetical protein CTL0734						1	25920978					ND	12730178												
CT474	CTL0735	L2/434/BU	471472	-	865973	866902	-	5857918															YP_001654806.1	309	O84456	hypothetical protein CTL0735						0	25920978					Constitutive	12730178												
CT475	CTL0736	L2/434/BU	471472	pheT	866990	869362	+	5858271															YP_001654807.1	790	O84457	phenylalanyl-tRNA synthetase subunit beta						4	25920978					Constitutive	12730178												
CT476	CTL0737	L2/434/BU	471472	-	869359	870324	+	5858430															YP_001654808.1	321	O84458	hypothetical protein CTL0737						4	25920978					Mid_Late	12730178												
CT477	CTL0738	L2/434/BU	471472	-	870343	870855	+	5857907															YP_001654809.1	170	O84459	DNA methyltransferase						4	25920978					Constitutive	12730178												
CT478	CTL0739	L2/434/BU	471472	oppC2	870852	872588	-	5858412															YP_001654810.1	578	O84460	oligonucleotide transport system permease						12	25920978					Constitutive	12730178												
CT479	CTL0740	L2/434/BU	471472	oppB2	872590	874005	-	5858208															YP_001654811.1	471	O84461	oligopeptide transport system membrane permease						3	25920978					Constitutive	12730178												
CT480	CTL0741	L2/434/BU	471472	oppA4	874050	876140	-	5858433															YP_001654812.1	696	O84462	oligopeptide transport system substrate-binding protein						12	25920978					Mid_Late	12730178												
CT481	CTL0742	L2/434/BU	471472	-	876746	877477	-	5858440															YP_001654813.1	243	O84463	hypothetical protein CTL0742						2	25920978					Constitutive	12730178												
CT482	CTL0743	L2/434/BU	471472	-	877639	878292	-	5858417															YP_001654814.1	217	O84464	hypothetical protein CTL0743						0	25920978					Constitutive	12730178												
CT483	CTL0744	L2/434/BU	471472	-	878760	879125	+	5857925															YP_001654815.1	121	O84465	hypothetical protein CTL0744						1	25920978					Constitutive	12730178												
CT484	CTL0745	L2/434/BU	471472	-	879104	880102	-	5858325															YP_001654816.1	332	O84466	hypothetical protein CTL0745						3	25920978					Constitutive	12730178												
CT485	CTL0746	L2/434/BU	471472	hemH	880259	881203	-	5858375															YP_001654817.1	314	O84467	ferrochelatase						1	25920978					Constitutive	12730178												
CT486	CTL0747	L2/434/BU	471472	fliY	881225	882010	-	5858836															YP_001654818.1	261	O84468	glutamine-binding protein						1	25920978					Constitutive	12730178												
CT487	CTL0748	L2/434/BU	471472	-	882056	882628	-	5858031															YP_001654819.1	190	O84469	methyltransferase						1	25920978					Constitutive	12730178												
CT488	CTL0749	L2/434/BU	471472	-	882625	883359	-	5858383															YP_001654820.1	244	O84470	phosphohydrolase						2	25920978					Constitutive	12730178												
CT489	CTL0750	L2/434/BU	471472	glgC	883448	884773	-	5858237															YP_001654821.1	441	O84471	glucose-1-phosphate adenylyltransferase						3	25920978					Late	12730178												
CT490	CTL0751	L2/434/BU	471472	-	884965	885216	+	5858661															YP_001654822.1	83	O84472	hypothetical protein CTL0751						1	25920978					Constitutive	12730178												
CT491	CTL0752	L2/434/BU	471472	rho	885226	886620	-	5858390															YP_001654823.1	464	O84473	transcription termination factor Rho						1	25920978					Late	12730178												
CT492	CTL0753	L2/434/BU	471472	coaE	886617	887225	-	5858507															YP_001654824.1	202	O84474	dephospho-CoA kinase						1	25920978					Late	12730178												
CT493	CTL0754	L2/434/BU	471472	polA	887219	889819	-	5858230															YP_001654825.1	866	O84475	DNA polymerase I						4	25920978					Late	12730178												
CT494	CTL0755	L2/434/BU	471472	sohB	889836	890831	-	5858706															YP_001654826.1	331	O84476	protease IV						1	25920978					Late	12730178												
CT495	CTL0756	L2/434/BU	471472	-	890971	892593	-	5858780															YP_001654827.1	540	O84477	nucleotide transport protein						0	25920978					Constitutive	12730178												
CT496	CTL0757	L2/434/BU	471472	pgsA	892805	893311	-	5858351															YP_001654828.1	168	O84478	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase						1	25920978					Mid_Late	12730178												
CT497	CTL0759	L2/434/BU	471472	dnaB	893825	895243	+	5858405															YP_001654830.1	472	O84479	replicative DNA helicase						3	25920978					Constitutive	12730178												
CT498	CTL0760	L2/434/BU	471472	gidA	895538	897370	+	5858651															YP_001654831.1	610	O84480	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA						4	25920978					Constitutive	12730178												
CT499	CTL0761	L2/434/BU	471472	lplA	897360	898061	+	5858485															YP_001654832.1	233	O84481	lipoate-protein ligase A						0	25920978					Constitutive	12730178												
CT500	CTL0762	L2/434/BU	471472	ndk	898118	898543	-	5858308															YP_001654833.1	141	O84482	nucleoside diphosphate kinase						0	25920978					Mid_Late	12730178												
CT501	CTL0763	L2/434/BU	471472	ruvA	898703	899305	-	5857995															YP_001654834.1	200	O84483	Holliday junction DNA helicase RuvA						0	25920978					Constitutive	12730178												
CT502	CTL0764	L2/434/BU	471472	ruvC	899325	899837	-	5858100															YP_001654835.1	170	O84484	Holliday junction resolvase						3	25920978					Constitutive	12730178												
CT503	CTL0765	L2/434/BU	471472	-	899945	900394	-	5858704															YP_001654836.1	149	O84485	hypothetical protein CTL0765						0	25920978					Constitutive	12730178												
CT504	CTL0766	L2/434/BU	471472	-	900786	901652	-	5858298															YP_001654837.1	288	O84486	hypothetical protein CTL0766						2	25920978					Mid_Late	12730178												
CT505	CTL0767	L2/434/BU	471472	gapA	901663	902667	-	5858421															YP_001654838.1	334	O84487	glyceraldehyde 3-phosphate dehydrogenase						2	25920978					Mid_Late	12730178												
CT506	CTL0768	L2/434/BU	471472	rplQ	902711	903136	-	5858649															YP_001654839.1	141	O84488	50S ribosomal protein L17						3	25920978					Constitutive	12730178												
CT507	CTL0769	L2/434/BU	471472	rpoA	903145	904278	-	5858545															YP_001654840.1	377	O84489	DNA-directed RNA polymerase subunit alpha						1	25920978					Constitutive	12730178												
CT508	CTL0770	L2/434/BU	471472	rpsK	904299	904697	-	5858051															YP_001654841.1	132	O84490	30S ribosomal protein S11						0	25920978					Constitutive	12730178												
CT509	CTL0771	L2/434/BU	471472	rpsM	904719	905087	-	5857992															YP_001654842.1	122	O84491	30S ribosomal protein S13						4	25920978					Constitutive	12730178												
CT510	CTL0772	L2/434/BU	471472	secY	905143	906516	-	5857999															YP_001654843.1	457	O84492	preprotein translocase subunit SecY						4	25920978					Constitutive	12730178												
CT511	CTL0773	L2/434/BU	471472	rplO	906539	906973	-	5858342															YP_001654844.1	144	O84493	50S ribosomal protein L15						0	25920978					Constitutive	12730178												
CT512	CTL0774	L2/434/BU	471472	rpsE	906966	907463	-	5858056															YP_001654845.1	165	O84494	30S ribosomal protein S5						0	25920978					Constitutive	12730178												
CT513	CTL0775	L2/434/BU	471472	rplR	907478	907849	-	5858024															YP_001654846.1	123	O84495	50S ribosomal protein L18						1	25920978					Constitutive	12730178												
CT514	CTL0776	L2/434/BU	471472	rplF	907871	908422	-	5858516															YP_001654847.1	183	O84496	50S ribosomal protein L6						7	25920978					Constitutive	12730178												
CT515	CTL0777	L2/434/BU	471472	rpsH	908450	908851	-	5858635															YP_001654848.1	133	O84497	30S ribosomal protein S8						0	25920978					Constitutive	12730178												
CT516	CTL0778	L2/434/BU	471472	rplE	908869	909411	-	5858563															YP_001654849.1	180	O84498	50S ribosomal protein L5						1	25920978					Constitutive	12730178												
CT517	CTL0779	L2/434/BU	471472	rplX	909413	909748	-	5858588															YP_001654850.1	111	O84499	50S ribosomal protein L24						0	25920978					Constitutive	12730178												
CT518	CTL0780	L2/434/BU	471472	rplN	909761	910129	-	5858501															YP_001654851.1	122	O84500	50S ribosomal protein L14						2	25920978					Constitutive	12730178												
CT519	CTL0781	L2/434/BU	471472	rpsQ	910146	910397	-	5858543															YP_001654852.1	83	O84501	30S ribosomal protein S17						1	25920978					Constitutive	12730178												
CT520	CTL0782	L2/434/BU	471472	rpmC	910390	910608	-	5858012															YP_001654853.1	72	O84502	50S ribosomal protein L29						0	25920978					Constitutive	12730178												
CT521	CTL0783	L2/434/BU	471472	rplP	910610	911026	-	5858529															YP_001654854.1	138	O84503	50S ribosomal protein L16						1	25920978					Constitutive	12730178												
CT522	CTL0784	L2/434/BU	471472	rpsC	911059	911733	-	5858591															YP_001654855.1	224	O84504	30S ribosomal protein S3						2	25920978					Constitutive	12730178												
CT523	CTL0785	L2/434/BU	471472	rplV	911743	912078	-	5858697															YP_001654856.1	111	O84505	50S ribosomal protein L22						3	25920978					ND	12730178												
CT524	CTL0786	L2/434/BU	471472	rpsS	912097	912363	-	5858167															YP_001654857.1	88	O84506	30S ribosomal protein S19						0	25920978					Constitutive	12730178												
CT525	CTL0787	L2/434/BU	471472	rplB	912369	913223	-	5858775															YP_001654858.1	284	O84507	50S ribosomal protein L2						0	25920978					Constitutive	12730178												
CT526	CTL0788	L2/434/BU	471472	rplW	913247	913582	-	5858558															YP_001654859.1	111	O84508	50S ribosomal protein L23						2	25920978					Constitutive	12730178												
CT527	CTL0789	L2/434/BU	471472	rplD	913598	914266	-	5858492															YP_001654860.1	222	O84509	50S ribosomal protein L4						0	25920978					Constitutive	12730178												
CT528	CTL0790	L2/434/BU	471472	rplC	914275	914940	-	5858171															YP_001654861.1	221	O84510	50S ribosomal protein L3						3	25920978					Constitutive	12730178												
CT529	CTL0791	L2/434/BU	471472	-	915375	916271	-	5858628															YP_001654862.1	298	O84511	hypothetical protein CTL0791						6	25920978					ND	12730178												
CT530	CTL0792	L2/434/BU	471472	fmt	916437	917387	-	5858328															YP_001654863.1	316	O84512	methionyl-tRNA formyltransferase						1	25920978					Constitutive	12730178												
CT531	CTL0793	L2/434/BU	471472	lpxA	917377	918219	-	5858767															YP_001654864.1	280	O84513	UDP-N-acetylglucosamine acyltransferase						1	25920978					Mid_Late	12730178												
CT532	CTL0794	L2/434/BU	471472	fabZ	918231	918692	-	5858310															YP_001654865.1	153	O84514	(3R)-hydroxymyristoyl-ACP dehydratase						2	25920978					ND	12730178												
CT533	CTL0795	L2/434/BU	471472	lpxC	918689	919549	-	5858634															YP_001654866.1	286	O84515	UDP-3-O						0	25920978					Constitutive	12730178												
CT534	CTL0796	L2/434/BU	471472	lnt	919649	921277	-	5858636															YP_001654867.1	542	O84516	apolipoprotein N-acyltransferase						4	25920978					ND	12730178												
CT535	CTL0797	L2/434/BU	471472	-	921341	921823	-	5858685															YP_001654868.1	160	O84517	acyl-CoA hydrolase						0	25920978					Mid_Late	12730178												
CT536	CTL0798	L2/434/BU	471472	dnaQ2	921959	922711	-	5858322															YP_001654869.1	250	O84518	DNA polymerase III subunit epsilon						1	25920978					Constitutive	12730178												
CT538	CTL0800	L2/434/BU	471472	-	923167	923883	-	5858319															YP_001654871.1	238	O84519	hypothetical protein CTL0800						0	25920978					Constitutive	12730178												
CT539	CTL0801	L2/434/BU	471472	trxA	924605	924913	+	5858301															YP_001654872.1	102	O84520	thioredoxin						0	25920978					Constitutive	12730178												
CT540	CTL0802	L2/434/BU	471472	-	924963	925418	-	5858798															YP_001654873.1	151	O84521	SpoU family rRNA methylase						2	25920978					Constitutive	12730178												
CT541	CTL0803	L2/434/BU	471472	mip	925434	926165	-	5858373															YP_001654874.1	243	O84522	peptidyl-prolyl cis-trans isomerase						1	25920978					Constitutive	12730178												
CT542	CTL0804	L2/434/BU	471472	aspS	926303	928051	-	5858582															YP_001654875.1	582	O84523	aspartyl-tRNA synthetase						3	25920978					Constitutive	12730178												
CT543	CTL0805	L2/434/BU	471472	hisS	928032	929318	-	5858643															YP_001654876.1	428	O84524	histidyl-tRNA synthetase						4	25920978					Constitutive	12730178												
CT544	CTL0806	L2/434/BU	471472	uhpC	929754	931124	+	5858832															YP_001654877.1	456	O84525	sugar phosphate permease						0	25920978					Mid_Late	12730178												
CT545	CTL0807	L2/434/BU	471472	dnaE	931138	934851	+	5858824															YP_001654878.1	1237	O84526	DNA polymerase III subunit alpha						5	25920978					Constitutive	12730178												
CT546	CTL0808	L2/434/BU	471472	-	935080	935949	-	5858578															YP_001654879.1	289	O84527	hypothetical protein CTL0808						1	25920978					Late	12730178												
CT547	CTL0809	L2/434/BU	471472	-	936101	937057	+	5858224															YP_001654880.1	318	O84528	hypothetical protein CTL0809						2	25920978					Constitutive	12730178												
CT548	CTL0810	L2/434/BU	471472	-	937082	937666	+	5858393															YP_001654881.1	194	O84529	hypothetical protein CTL0810						2	25920978					Constitutive	12730178												
CT549	CTL0811	L2/434/BU	471472	rsbW	937653	938093	+	5858259															YP_001654882.1	146	O84530	sigma regulatory factor-histidine kinase						1	25920978					Constitutive	12730178												
CT550	CTL0812	L2/434/BU	471472	-	938100	938525	-	5857949															YP_001654883.1	141	O84531	hypothetical protein CTL0812						0	25920978					Mid_Late	12730178												
CT551	CTL0813	L2/434/BU	471472	dacC	938633	939946	+	5858238															YP_001654884.1	437	O84532	D-alanyl-D-alanine carboxypeptidase						3	25920978					Constitutive	12730178												
CT552	CTL0814	L2/434/BU	471472	-	940079	940486	+	5858452															YP_001654885.1	135	O84533	hypothetical protein CTL0814						3	25920978					Late	12730178												
CT553	CTL0815	L2/434/BU	471472	-	940483	941589	+	5858250															YP_001654886.1	368	O84534	methyltransferase						4	25920978					Mid_Late	12730178												
CT554	CTL0817	L2/434/BU	471472	brnQ	941739	942974	+	5858270															YP_001654887.1	411	O84535	branched-chain amino acid transport system carrier protein						5	25920978					Constitutive	12730178												
CT555	CTL0818	L2/434/BU	471472	-	943148	946747	+	5858630															YP_001654888.1	1199	O84536	helicase						8	25920978					Constitutive	12730178												
CT556	CTL0819	L2/434/BU	471472	-	946926	947405	+	5858220															YP_001654889.1	159	O84537	hypothetical protein CTL0819						3	25920978					Constitutive	12730178												
CT557	CTL0820	L2/434/BU	471472	lpdA	947614	949011	+	5857910															YP_001654890.1	465	O84538	dihydrolipoamide dehydrogenase						2	25920978					Constitutive	12730178												
CT558	CTL0821	L2/434/BU	471472	lipA	949008	949943	+	5858095															YP_001654891.1	311	O84539	lipoyl synthase						0	25920978					Constitutive	12730178												
CT559	CTL0822	L2/434/BU	471472	sctJ (cdsJ?)	950047	951024	+	5858694															YP_001654892.1	325	O84540	type III secretion system membrane protein						1	25920978					Mid_Late	12730178												
CT560	CTL0823	L2/434/BU	471472	-	951025	951861	+	5858163															YP_001654893.1	278	O84541	hypothetical protein CTL0823						0	25920978					Constitutive	12730178												
CT561	CTL0824	L2/434/BU	471472	sctL (cdsL?)	952137	952808	+	5858219															YP_001654894.1	223	O84542	type III secretion system protein						1	25920978					Mid_Late	12730178												
CT562	CTL0825	L2/434/BU	471472	sctR (cdsR?)	952821	953741	+	5858013															YP_001654895.1	306	O84543	type III secretion system protein						4	25920978					Constitutive	12730178												
CT563	CTL0826	L2/434/BU	471472	sctS (cdsS?)	953753	954037	+	5858765															YP_001654896.1	94	O84544	type III secretion system membrane protein						0	25920978					Constitutive	12730178												
CT564	CTL0827	L2/434/BU	471472	sctT (cdsT?)	954044	954913	+	5858166															YP_001654897.1	289	O84545	type III secretion system membrane protein						0	25920978					Constitutive	12730178												
CT565	CTL0828	L2/434/BU	471472	-	954992	955435	-	5858188															YP_001654898.1	147	O84546	hypothetical protein CTL0828						3	25920978					Late	12730178												
CT566	CTL0829	L2/434/BU	471472	-	955525	956517	-	5858225															YP_001654899.1	330	O84547	hypothetical protein CTL0829						5	25920978					Constitutive	12730178												
CT567	CTL0830	L2/434/BU	471472	-	956523	957047	-	5858344															YP_001654900.1	174	O84548	hypothetical protein CTL0830						3	25920978					Constitutive	12730178												
CT568	CTL0831	L2/434/BU	471472	-	957032	957487	-	5858374															YP_001654901.1	151	O84549	hypothetical protein CTL0831						2	25920978					Constitutive	12730178												
CT570	CTL0833	L2/434/BU	471472	gspF	957862	959037	-	5858170															YP_001654903.1	391	O84550	general secretion pathway protein F						2	25920978					Constitutive	12730178												
CT571	CTL0834	L2/434/BU	471472	gspE	959049	960554	-	5857994															YP_001654904.1	501	O84551	general secretion pathway protein E						2	25920978					Constitutive	12730178												
CT572	CTL0835	L2/434/BU	471472	gspD	960538	962820	-	5858577															YP_001654905.1	760	O84552	general secretion pathway protein D						4	25920978					Constitutive	12730178												
CT573	CTL0836	L2/434/BU	471472	-	962821	964050	-	5858749															YP_001654906.1	409	O84553	hypothetical protein CTL0836						2	25920978					Constitutive	12730178												
CT574	CTL0837	L2/434/BU	471472	pepP	964179	965249	-	5858409															YP_001654907.1	356	O84554	proline dipeptidase						5	25920978					Constitutive	12730178												
CT575	CTL0838	L2/434/BU	471472	mutL	965260	966990	-	5857954															YP_001654908.1	576	O84555	DNA mismatch repair protein						6	25920978					Constitutive	12730178												
CT576	CTL0839	L2/434/BU	471472	scc2	967270	967968	+	5858547															YP_001654909.1	232	O84556	type III secretion chaperone						0	25920978					Late	12730178												
CT577	CTL0840	L2/434/BU	471472	-	967985	968344	+	5857944															YP_001654910.1	119	O84557	hypothetical protein CTL0840						2	25920978					Late	12730178												
CT578	CTL0841	L2/434/BU	471472	copB	968381	969844	+	5858247															YP_001654911.1	487	O84558	type III secretion system membrane protein						2	25920978					Late	12730178												
CT579	CTL0842	L2/434/BU	471472	copD	969875	971194	+	5858647															YP_001654912.1	439	O84559	type III secretion system protein						6	25920978	subst	KH unpub			Late	12730178												
CT580	CTL0843	L2/434/BU	471472	-	971272	972255	-	5858034															YP_001654913.1	327	O84560	integral membrane protein						1	25920978					Constitutive	12730178												
CT581	CTL0844	L2/434/BU	471472	thrS	972560	974467	+	5858349															YP_001654914.1	635	O84561	threonyl-tRNA synthetase						6	25920978					Constitutive	12730178												
CT582	CTL0845	L2/434/BU	471472	minD	974919	975686	+	5858400															YP_001654915.1	255	O84562	ParA family chromosome partitioning ATPase						3	25920978					Constitutive	12730178												
CT583	CTL0846	L2/434/BU	471472	gp6D	975691	976482	+	5858313															YP_001654916.1	263	O84563	virulence plasmid protein pGP6-D-like protein						2	25920978					Constitutive	12730178												
CT584	CTL0847	L2/434/BU	471472	-	976448	976999	+	5858337															YP_001654917.1	183	O84564	hypothetical protein CTL0847						0	25920978					Mid_Late	12730178												
CT585	CTL0848	L2/434/BU	471472	trpS	977178	978218	+	5858275															YP_001654918.1	346	O84565	tryptophanyl-tRNA synthetase						3	25920978					Constitutive	12730178												
CT586	CTL0849	L2/434/BU	471472	uvrB	978243	980249	+	5858802															YP_001654919.1	668	O84566	excinuclease ABC subunit B						12	25920978					Constitutive	12730178												
CT587	CTL0850	L2/434/BU	471472	eno	980411	981685	+	5858819															YP_001654920.1	424	O84567	phosphopyruvate hydratase						1	25920978					Constitutive	12730178												
CT588	CTL0851	L2/434/BU	471472	rbsU	981813	983765	+	5858650															YP_001654921.1	650	O84568	sigma regulatory family PP2C phosphatase						6	25920978					Constitutive	12730178												
CT589	CTL0852	L2/434/BU	471472	-	983890	985698	+	5858554															YP_001654922.1	602	O84569	hypothetical protein CTL0852						5	25920978					Constitutive	12730178												
CT590	CTL0853	L2/434/BU	471472	-	985713	988577	-	5858381															YP_001654923.1	954	O84570	hypothetical protein CTL0853						9	25920978					Mid_Late	12730178												
CT591	CTL0854	L2/434/BU	471472	sdhB	988674	989372	-	5858334															YP_001654924.1	232	O84571	succinate dehydrogenase iron-sulfur subunit						0	25920978					Constitutive	12730178												
CT592	CTL0855	L2/434/BU	471472	sdhA	989451	991331	-	5858174															YP_001654925.1	626	O84572	succinate dehydrogenase flavoprotein subunit						4	25920978					Constitutive	12730178												
CT594	CTL0858	L2/434/BU	471472	-	992336	993127	-	5858235															YP_001654926.1	263	O84573	hydrolase						0	25920978					Constitutive	12730178												
CT595	CTL0859	L2/434/BU	471472	dsdD	993212	995290	-	5858367															YP_001654927.1	692	O84574	thiol:disulfide interchange protein						7	25920978					Constitutive	12730178												
CT596	CTL0860	L2/434/BU	471472	exbB	995443	996141	+	5858614															YP_001654928.1	232	O84575	macromolecule transporter						1	25920978					Constitutive	12730178												
CT597	CTL0861	L2/434/BU	471472	-	996138	996545	+	5858064															YP_001654929.1	135	O84576	macromolecule transport protein						0	25920978					Constitutive	12730178												
CT598	CTL0861A	L2/434/BU	471472	-	996548	997255	+	5858297															YP_001654930.1	235	O84577	histone H1-I						0	25920978					Constitutive	12730178												
CT599	CTL0862	L2/434/BU	471472	tolB	997255	998550	+	5858217															YP_001654931.1	431	O84578	translocation protein TolB						2	25920978	subst	KH unpub			Constitutive	12730178												
CT600	CTL0863	L2/434/BU	471472	pal	998547	999113	+	5858363															YP_001654932.1	188	O84579	peptidoglycan-associated lipoprotein						0	25920978					Mid_Late	12730178												
CT601	CTL0864	L2/434/BU	471472	-	999103	999705	+	5858445															YP_001654933.1	200	O84580	soluble transglycosylase						1	25920978					Constitutive	12730178												
CT602	CTL0865	L2/434/BU	471472	-	999776	1000168	+	5858278															YP_001654934.1	130	O84581	hypothetical protein CTL0865						2	25920978					Constitutive	12730178												
CT603	CTL0866	L2/434/BU	471472	ahpC	1000165	1000752	-	5857909															YP_001654935.1	195	O84582	thioredoxin peroxidase						0	25920978					Constitutive	12730178												
CT604	CTL0867	L2/434/BU	471472	groEL2	1000960	1002561	-	5858350															YP_001654936.1	533	O84583	molecular chaperone GroEL						4	25920978	subst	KH unpub			Constitutive	12730178												
CT605	CTL0868	L2/434/BU	471472	-	1002641	1003867	-	5858121															YP_001654937.1	408	O84584	hypothetical protein CTL0868						0	25920978					Constitutive	12730178												
CT606	CTL0869	L2/434/BU	471472	-	1004063	1004692	+	5858323															YP_001654938.1	209	O84585	deoxyribonucleotide triphosphate pyrophosphatase						3	25920978					Constitutive	12730178												
CT607	CTL0871	L2/434/BU	471472	ung	1004890	1005579	-	5858388															YP_001654940.1	229	O84586	uracil-DNA glycosylase						2	25920978					Constitutive	12730178												
CT608	CTL0872	L2/434/BU	471472	uvrD	1005660	1007564	+	5858826															YP_001654941.1	634	O84587	DNA helicase						2	25920978					Constitutive	12730178												
CT609	CTL0873	L2/434/BU	471472	rpoN	1007568	1008878	+	5858833															YP_001654942.1	436	O84588	RNA polymerase factor sigma-54						2	25920978					Constitutive	12730178												
CT610	CTL0874	L2/434/BU	471472	-	1008986	1009681	-	5858740															YP_001654943.1	231	O84589	hypothetical protein CTL0874						3	25920978	subst	KH unpub			Mid_Late	12730178												
CT611	CTL0875	L2/434/BU	471472	-	1009678	1010409	-	5858369															YP_001654944.1	243	O84590	hypothetical protein CTL0875						0	25920978					Mid_Late	12730178												
CT612	CTL0876	L2/434/BU	471472	folA	1010381	1010860	-	5858372															YP_001654945.1	159	O84591	dihydrofolate reductase						2	25920978					Constitutive	12730178												
CT613	CTL0877	L2/434/BU	471472	folP	1010857	1012209	-	5858627															YP_001654946.1	450	O84592	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase						1	25920978					Constitutive	12730178												
CT615	CTL0879	L2/434/BU	471472	rpoD	1012599	1014314	-	5858464															YP_001654948.1	571	O84593	RNA polymerase sigma factor						2	25920978					Constitutive	12730178												
CT616	CTL0880	L2/434/BU	471472	-	1014463	1015752	-	5858732															YP_001654949.1	429	O84594	integral membrane protein						2	25920978					Constitutive	12730178												
CT617	CTL0881	L2/434/BU	471472	rpsT	1016201	1016497	+	5858407															YP_001654950.1	98	O84595	30S ribosomal protein S20						0	25920978					Constitutive	12730178												
CT618	CTL0882	L2/434/BU	471472	-	1016730	1017530	+	5857989															YP_001654951.1	266	O84596	hypothetical protein CTL0882						6	25920978					Mid_Late	12730178												
