Entry	Gene names  (ordered locus )	Gene names  (primary )	Protein names	Organism	Cross-reference (RefSeq)	Cross-reference (EMBL)	EnsemblBacteria transcript
Q1D9A1	MXAN_2553		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552623.1;	CP000113;	ABF92194;
Q1D524	MXAN_4071		Sensor histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011554078.1;	CP000113;	ABF88517;
Q1CY64	MXAN_6537		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91370;
Q1CZ79	MXAN_6163		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556107.1;	CP000113;	ABF88421;
Q1CZQ5	MXAN_5983		O-methyltransferase family protein	Myxococcus xanthus (strain DK 1622)	WP_011555932.1;	CP000113;	ABF86837;
Q1D3K1	MXAN_4604		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554599.1;	CP000113;	ABF91977;
Q1CW82	MXAN_7229		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557147.1;	CP000113;	ABF92589;
Q1DBC9	MXAN_1796		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551903.1;	CP000113;	ABF90457;
Q1DC33	MXAN_1539		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011551649.1;	CP000113;	ABF89536;
Q1DEW2	MXAN_0542		F5/8 type C domain protein	Myxococcus xanthus (strain DK 1622)	WP_011550674.1;	CP000113;	ABF90924;
Q1D412	MXAN_4440		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554439.1;	CP000113;	ABF86379;
Q1D9I5	MXAN_2468		PBS lyase HEAT-like repeat/cyclic nucleotide-binding domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552540.1;	CP000113;	ABF88600;
Q1DAA9	MXAN_2191		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552269.1;	CP000113;	ABF86630;
Q1CW76	MXAN_7234		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557153.1;	CP000113;	ABF88891;
Q1D8I0	MXAN_2832		ABC transporter, permease protein	Myxococcus xanthus (strain DK 1622)	WP_011552893.1;	CP000113;	ABF88847;
Q1CW60	MXAN_7250		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557169.1;	CP000113;	ABF88103;
Q1DBS2	MXAN_1649		Carboxylic ester hydrolase (EC 3.1.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011551760.1;	CP000113;	ABF89670;
Q1D0U6	MXAN_5588		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555542.1;	CP000113;	ABF87100;
Q1D0Y3	MXAN_5551		SEC-C motif domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555505.1;	CP000113;	ABF92169;
Q1CVQ2	MXAN_7415		Bacterial sugar transferase	Myxococcus xanthus (strain DK 1622)	WP_011557326.1;	CP000113;	ABF90739;
Q1CWK4	MXAN_7106		Tat (Twin-arginine translocation) pathway signal sequence domain protein	Myxococcus xanthus (strain DK 1622)	WP_011557025.1;	CP000113;	ABF88663;
Q1D5B9	MXAN_3974		Histidine kinase (EC 2.7.13.3)	Myxococcus xanthus (strain DK 1622)	WP_011553984.1;	CP000113;	ABF87556;
Q1DEF5	MXAN_0700		Putative lipase	Myxococcus xanthus (strain DK 1622)	WP_011550828.1;	CP000113;	ABF92985;
Q1CXQ9	MXAN_6697	thiL	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	Myxococcus xanthus (strain DK 1622)	WP_011556622.1;	CP000113;	ABF92942;
Q1CX45	MXAN_6914		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556834.1;	CP000113;	ABF90316;
Q1D1B3	MXAN_5413		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555375.1;	CP000113;	ABF89877;
Q1D939	MXAN_2615		Acetyltransferase, GNAT family	Myxococcus xanthus (strain DK 1622)	WP_011552685.1;	CP000113;	ABF91213;
Q1CY27	MXAN_6574		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86912;
Q1CYZ0	MXAN_6254		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556196.1;	CP000113;	ABF91416;
Q1DAN3	MXAN_2061		HAMP domain/HD domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552145.1;	CP000113;	ABF85902;
Q1CWU7	MXAN_7013		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556932.1;	CP000113;	ABF88754;
Q1D5M5	MXAN_3868	ctaD	Cytochrome c oxidase subunit 1 (EC 1.9.3.1)	Myxococcus xanthus (strain DK 1622)	WP_011553878.1;	CP000113;	ABF92413;
Q1DDY3	MXAN_0879		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551000.1;	CP000113;	ABF89844;
Q1D5Y3	MXAN_3758		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553771.1;	CP000113;	ABF89442;
Q1CYU1	MXAN_6307		Voltage-gated chloride channel	Myxococcus xanthus (strain DK 1622)	WP_011556240.1;	CP000113;	ABF87393;
Q1D9B0	MXAN_2544		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552614.1;	CP000113;	ABF93105;
Q1D3J4	MXAN_4611	rfbA	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91526;
Q1D561	MXAN_4033		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_002636478.1;	CP000113;	ABF88908;
Q1D0Y7	MXAN_5547		Transcriptional regulator, TetR family	Myxococcus xanthus (strain DK 1622)	WP_011555501.1;	CP000113;	ABF88298;
Q1D185	MXAN_5445		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92164;
Q1D7P5	MXAN_3125		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553175.1;	CP000113;	ABF87250;
Q1DD06	MXAN_1208		Methyltransferase (EC 2.1.1.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF85941;
Q1DBK2	MXAN_1720		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011551830.1;	CP000113;	ABF86351;
Q1DEE0	MXAN_0715		Response regulator	Myxococcus xanthus (strain DK 1622)	WP_011550843.1;	CP000113;	ABF91704;
Q1DF17	MXAN_0486		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550619.1;	CP000113;	ABF89882;
Q1CZ26	MXAN_6216		Peptidase, S1 (Chymotrypsin) family (EC 3.4.21.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86597;
Q1D0V9	MXAN_5575		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555529.1;	CP000113;	ABF92136;
Q1CZK9	MXAN_6029		Chemotaxis sensor histidine kinase/response regulator	Myxococcus xanthus (strain DK 1622)	WP_011555978.1;	CP000113;	ABF88344;
Q1D6V8	MXAN_3418		Sigma-54 dependent DNA-binding response regulator	Myxococcus xanthus (strain DK 1622)	WP_011553451.1;	CP000113;	ABF92741;
Q1DBV7	MXAN_1614		TldD/PmbA family protein	Myxococcus xanthus (strain DK 1622)	WP_011551725.1;	CP000113;	ABF87852;
Q1DDQ3	MXAN_0959	sbcC	Nuclease SbcCD, C subunit	Myxococcus xanthus (strain DK 1622)	WP_011551080.1;	CP000113;	ABF85944;
Q1CZV1	MXAN_5935		Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1)	Myxococcus xanthus (strain DK 1622)	WP_011555886.1;	CP000113;	ABF90615;
Q1CWB6	MXAN_7194		Oxidoreductase, short chain dehydrogenase/reductase family	Myxococcus xanthus (strain DK 1622)	WP_011557113.1;	CP000113;	ABF88217;
Q1D948	MXAN_2606		Sensor histidine kinase/response regulator	Myxococcus xanthus (strain DK 1622)	WP_011552676.1;	CP000113;	ABF90438;
Q1D2K4	MXAN_4963	pepA	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	Myxococcus xanthus (strain DK 1622)	WP_011554941.1;	CP000113;	ABF91330;
Q1D344	MXAN_4767	rpiB	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Myxococcus xanthus (strain DK 1622)	WP_011554754.1;	CP000113;	ABF87790;
Q1D3P0	MXAN_4565		2-oxoisovalerate dehydrogenase complex, E1 component, beta subunit	Myxococcus xanthus (strain DK 1622)	WP_011554560.1;	CP000113;	ABF86744;
Q1CZM1	MXAN_6017		Acyltransferase domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555966.1;	CP000113;	ABF88789;
Q1D1C9	MXAN_5397		Esterase	Myxococcus xanthus (strain DK 1622)	WP_011555359.1;	CP000113;	ABF93103;
Q1D310	MXAN_4802		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554788.1;	CP000113;	ABF92330;
Q1D5C6	MXAN_3967		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011553977.1;	CP000113;	ABF88785;
Q1D7K2	MXAN_3168		DnaJ domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88422;
Q1D818	MXAN_2996		GDSL-like lipase/acylhydrolase	Myxococcus xanthus (strain DK 1622)	WP_011553052.1;	CP000113;	ABF87581;
Q1D9C4	MXAN_2530		EAL domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552600.1;	CP000113;	ABF88013;
Q1DBE0	MXAN_1785		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551892.1;	CP000113;	ABF88429;
Q1DC82	MXAN_1484		ClpA/B family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92707;
Q1DF49	MXAN_0454		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550587.1;	CP000113;	ABF90856;
Q1DG97	MXAN_0043		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550192.1;	CP000113;	ABF86677;
Q1D4C6	MXAN_4322		Thiopurine S-methyltransferase	Myxococcus xanthus (strain DK 1622)	WP_011554325.1;	CP000113;	ABF90566;
Q1D9Z9	MXAN_2304		Cytochrome P450 family protein	Myxococcus xanthus (strain DK 1622)	WP_011552379.1;	CP000113;	ABF92999;
Q1CVL1	MXAN_7458		FG-GAP repeat/fibronectin type III domain protein	Myxococcus xanthus (strain DK 1622)	WP_011557365.1;	CP000113;	ABF86546;
Q1DEH0	MXAN_0685		Ferric siderophore ABC transporter, permease protein	Myxococcus xanthus (strain DK 1622)	WP_011550815.1;	CP000113;	ABF91226;
Q1D8Q7	MXAN_2749		ATPase	Myxococcus xanthus (strain DK 1622)	WP_011552816.1;	CP000113;	ABF90979;
Q1DBF1	MXAN_1772		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90728;
Q1DC64	MXAN_1507		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551618.1;	CP000113;	ABF87772;
Q1DEY6	MXAN_0518		Putative TonB-dependent receptor	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91284;
Q1D2T1	MXAN_4885		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554867.1;	CP000113;	ABF91547;
Q1CYA6	MXAN_6494		Conserved domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87522;
Q1D3N2	MXAN_4573		DEAD/DEAH box helicase	Myxococcus xanthus (strain DK 1622)	WP_011554568.1;	CP000113;	ABF88607;
Q1CZ85	MXAN_6157		Transcriptional regulator, LysR family	Myxococcus xanthus (strain DK 1622)	WP_011556101.1;	CP000113;	ABF91658;
Q1D9A9	MXAN_2545	pcnB	Poly(A) polymerase I (PAP I) (EC 2.7.7.19)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90079;
Q1DAF3	MXAN_2147		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011552225.1;	CP000113;	ABF91695;
Q1D5T2	MXAN_3809	rtcA	RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)	Myxococcus xanthus (strain DK 1622)	WP_011553821.1;	CP000113;	ABF86055;
Q1D5U8	MXAN_3793	rpsA	30S ribosomal protein S1	Myxococcus xanthus (strain DK 1622)	WP_002639616.1;	CP000113;	ABF92826;
Q1D6F6	MXAN_3577		Metallophosphoesterase	Myxococcus xanthus (strain DK 1622)	WP_011553603.1;	CP000113;	ABF87012;
Q1D7X9	MXAN_3035		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86186;
Q1D9R3	MXAN_2390		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552465.1;	CP000113;	ABF89440;
Q1D2G0	MXAN_5008		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011554984.1;	CP000113;	ABF90585;
Q1DF01	MXAN_0502		Transcriptional regulator, AsnC family	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90418;
Q1CYK7	MXAN_6392		Putative acyl carrier protein	Myxococcus xanthus (strain DK 1622)	WP_011556324.1;	CP000113;	ABF90432;
Q1D3Q4	MXAN_4551		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554546.1;	CP000113;	ABF90539;
Q1DB36	MXAN_1892		Putative serine/threonine protein kinase	Myxococcus xanthus (strain DK 1622)	WP_011551993.1;	CP000113;	ABF86368;
Q1DFU8	MXAN_0193		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550339.1;	CP000113;	ABF89338;
Q1DDN8	MXAN_0974		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91310;
Q1DBV1	MXAN_1620		Putative DNA polymerase II	Myxococcus xanthus (strain DK 1622)	WP_011551731.1;	CP000113;	ABF88966;
Q1D814	MXAN_3000		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011553056.1;	CP000113;	ABF90596;
Q1DBG7	MXAN_1756		Oxidoreductase, aldo/keto reductase family	Myxococcus xanthus (strain DK 1622)	WP_011551865.1;	CP000113;	ABF88271;
Q1DC62	MXAN_1509		Ser/Thr protein phosphatase family protein	Myxococcus xanthus (strain DK 1622)	WP_011551620.1;	CP000113;	ABF88412;
Q1DEH7	MXAN_0678		Oxidoreductase, aldo/keto reductase family	Myxococcus xanthus (strain DK 1622)	WP_011550808.1;	CP000113;	ABF91614;
Q1DEJ9	MXAN_0656		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86755;
Q1CYD9	MXAN_6461		RNA polymerase sigma-70 factor, ECF subfamily	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86858;
Q1CYE0	MXAN_6460		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011556391.1;	CP000113;	ABF85868;
Q1CWY5	MXAN_6973		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556894.1;	CP000113;	ABF91236;
Q1D049	MXAN_5837		Bacterial Ig-like domain (Group 1)/fibronectin type III domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555788.1;	CP000113;	ABF90385;
Q1D1C7	MXAN_5399		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91359;
Q1DAH3	MXAN_2126		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86941;
Q1DCN8	MXAN_1328		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551445.1;	CP000113;	ABF88029;
Q1DEI8	MXAN_0667		Efflux transporter, AcrB/AcrD/AcrF family, inner membrane component	Myxococcus xanthus (strain DK 1622)	WP_011550798.1;	CP000113;	ABF85874;
Q1D2X4	MXAN_4838		Amidase family protein	Myxococcus xanthus (strain DK 1622)	WP_011554824.1;	CP000113;	ABF90383;
Q1DEZ7	MXAN_0507		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92791;
Q1D5I8	MXAN_3905		Efflux transporter, outer membrane efflux protein	Myxococcus xanthus (strain DK 1622)	WP_011553915.1;	CP000113;	ABF90429;
Q1DEB1	MXAN_0746		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550872.1;	CP000113;	ABF88201;
Q1CVR8	MXAN_7398		Sensor histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011557310.1;	CP000113;	ABF90389;
Q1CZR3	MXAN_5975		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011555924.1;	CP000113;	ABF91910;
Q1DEA7	MXAN_0750	dnaJ	Chaperone protein DnaJ	Myxococcus xanthus (strain DK 1622)	WP_011550876.1;	CP000113;	ABF92461;
Q1DEU3	MXAN_0561	htpX	Protease HtpX homolog (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011550693.1;	CP000113;	ABF89755;
Q1D6X4	MXAN_3402		D-alanyl-D-alanine carboxypeptidase family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86907;
Q1DC61	MXAN_1510		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551621.1;	CP000113;	ABF87418;
Q1DDI3	MXAN_1029		Glycosyl transferase, group 1 family protein (EC 2.4.1.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88024;
Q1CZM6	MXAN_6012		Response regulator	Myxococcus xanthus (strain DK 1622)	WP_011555961.1;	CP000113;	ABF87169;
Q1D9Q1	MXAN_2402		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552477.1;	CP000113;	ABF92441;
Q1CVG9	MXAN_7501		Transcriptional regulator, ArsR family	Myxococcus xanthus (strain DK 1622)	WP_011557403.1;	CP000113;	ABF86410;
Q1CW33	MXAN_7277	cmr6	CRISPR-associated RAMP protein Cmr6	Myxococcus xanthus (strain DK 1622)	WP_011557196.1;	CP000113;	ABF89853;
Q1D0E2	MXAN_5744		Carboxyl-terminal protease family protein (EC 3.4.21.-)	Myxococcus xanthus (strain DK 1622)	WP_011555695.1;	CP000113;	ABF93114;
Q1D2V5	MXAN_4859		MORN variant repeat protein	Myxococcus xanthus (strain DK 1622)	WP_011554843.1;	CP000113;	ABF88080;
Q1D326	MXAN_4785		Sigma-54 dependent DNA-binding response regulator	Myxococcus xanthus (strain DK 1622)	WP_011554772.1;	CP000113;	ABF88203;
Q1D579	MXAN_4014		BNR/Asp-box repeat domain protein	Myxococcus xanthus (strain DK 1622)	WP_011554024.1;	CP000113;	ABF87616;
Q1DE54	MXAN_0806		Auxin efflux carrier family protein	Myxococcus xanthus (strain DK 1622)	WP_011550929.1;	CP000113;	ABF89932;
Q1DEN8	MXAN_0617		Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Myxococcus xanthus (strain DK 1622)	WP_011550748.1;	CP000113;	ABF87641;
Q1CX41	MXAN_6918		Rrf2 family protein	Myxococcus xanthus (strain DK 1622)	WP_011556838.1;	CP000113;	ABF87274;
Q1D237	MXAN_5132		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555105.1;	CP000113;	ABF87839;
Q1DA36	MXAN_2266		Thioredoxin domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552342.1;	CP000113;	ABF89285;
Q1CXG3	MXAN_6793		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556718.1;	CP000113;	ABF89389;
Q1D4E4	MXAN_4304		Acyl-CoA dehydrogenase (EC 1.3.99.-)	Myxococcus xanthus (strain DK 1622)	WP_011554307.1;	CP000113;	ABF88345;
Q1CYM9	MXAN_6370		Transglycosylase SLT domain protein	Myxococcus xanthus (strain DK 1622)	WP_011556302.1;	CP000113;	ABF87921;
Q1D6N2	MXAN_3497		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553527.1;	CP000113;	ABF86129;
Q1D7K3	MXAN_3167		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91383;
Q1D5H5	MXAN_3918		Glutamate synthase, small subunit (EC 1.4.-.-)	Myxococcus xanthus (strain DK 1622)	WP_011553928.1;	CP000113;	ABF90086;
Q1D9N7	MXAN_2416		RNA methyltransferase, TrmH family	Myxococcus xanthus (strain DK 1622)	WP_011552491.1;	CP000113;	ABF92230;
Q1CX10	MXAN_6948		Putative chemotaxis protein methyltransferase CheR	Myxococcus xanthus (strain DK 1622)	WP_011556869.1;	CP000113;	ABF86317;
Q1D016	MXAN_5870	sigE	RNA polymerase sigma factor	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86483;
Q1DEF6	MXAN_0699		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88456;
Q1CVN4	MXAN_7434		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92786;
Q1D019	MXAN_5867		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88085;
Q1D150	MXAN_5480		Transcriptional regulator, LysR family	Myxococcus xanthus (strain DK 1622)	WP_011555438.1;	CP000113;	ABF87759;
Q1DBG3	MXAN_1760		Transcriptional regulator, MarR family	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90671;
Q1DCL8	MXAN_1348		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88546;
Q1DD75	MXAN_1138		Putative hydrolase	Myxococcus xanthus (strain DK 1622)	WP_011551258.1;	CP000113;	ABF90448;
Q1CZ67	MXAN_6175		Putative lipoprotein MlpB	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87766;
Q1D9P2	MXAN_2411	sthA	NAD(P) transhydrogenase (B-specific) (EC 1.6.1.1)	Myxococcus xanthus (strain DK 1622)	WP_011552486.1;	CP000113;	ABF91749;
Q1DFM8	MXAN_0264	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	Myxococcus xanthus (strain DK 1622)	WP_011550409.1;	CP000113;	ABF87299;
Q1CY78	MXAN_6522		MgtC family protein	Myxococcus xanthus (strain DK 1622)	WP_011556453.1;	CP000113;	ABF92394;
Q1CYC9	MXAN_6472		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556402.1;	CP000113;	ABF89923;
Q1D4J3	MXAN_4255		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011554258.1;	CP000113;	ABF89117;
Q1DAQ4	MXAN_2040		MaoC domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552124.1;	CP000113;	ABF90249;
Q1DFI3	MXAN_0310		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89671;
Q1DG00	MXAN_0140		RNA-directed DNA polymerase domain protein	Myxococcus xanthus (strain DK 1622)	WP_011550287.1;	CP000113;	ABF87722;
Q1CVG3	MXAN_7507		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557409.1;	CP000113;	ABF90144;
Q1D6K8	MXAN_3521		Putative 3-dehydroquinate synthase	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF93127;
Q1D800	MXAN_3014	argD	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	Myxococcus xanthus (strain DK 1622)	WP_011553070.1;	CP000113;	ABF86363;
Q1D2A7	MXAN_5062		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90213;
Q1DBV8	MXAN_1613		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91784;
Q1DC77	MXAN_1494		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91020;
Q1DCL7	MXAN_1349		DNA-binding response regulator	Myxococcus xanthus (strain DK 1622)	WP_011551466.1;	CP000113;	ABF90736;
Q1CX32	MXAN_6927		Putative SanA protein	Myxococcus xanthus (strain DK 1622)	WP_011556847.1;	CP000113;	ABF91642;
Q1DF45	MXAN_0458		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550591.1;	CP000113;	ABF88136;
Q1D5M9	MXAN_3864		Monovalent cation/proton antiporter, MnhG/PhaG family	Myxococcus xanthus (strain DK 1622)	WP_011553874.1;	CP000113;	ABF89209;
Q1D6X9	MXAN_3397		Ribonuclease Z family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86637;
Q1CVW5	MXAN_7350		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557263.1;	CP000113;	ABF86580;
Q1DEA6	MXAN_0751		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011550877.1;	CP000113;	ABF89043;
Q1CW86	MXAN_7224		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91854;
Q1DEV0	MXAN_0554		ABC transporter, ATP-binding protein	Myxococcus xanthus (strain DK 1622)	WP_011550686.1;	CP000113;	ABF92427;
Q1CXR4	MXAN_6692	difE	Histidine kinase DifE	Myxococcus xanthus (strain DK 1622)	WP_011556617.1;	CP000113;	ABF92648;
Q1D8E4	MXAN_2868		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88334;
Q1DF21	MXAN_0482		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550615.1;	CP000113;	ABF93019;
Q1D5S6	MXAN_3815		Transporter, major facilitator family	Myxococcus xanthus (strain DK 1622)	WP_011553827.1;	CP000113;	ABF89815;
Q1CX28	MXAN_6931		Thioredoxin	Myxococcus xanthus (strain DK 1622)	WP_011556851.1;	CP000113;	ABF89502;
Q1D0B4	MXAN_5772	pilQ	Type IV pilus secretin PilQ	Myxococcus xanthus (strain DK 1622)	WP_011555723.1;	CP000113;	ABF88494;
Q1D4C8	MXAN_4320		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554323.1;	CP000113;	ABF86997;
Q1D2L6	MXAN_4951		ICE-like protease (Caspase) p20 domain protein	Myxococcus xanthus (strain DK 1622)	WP_011554929.1;	CP000113;	ABF90204;
Q1DDA1	MXAN_1112		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551232.1;	CP000113;	ABF86739;
Q1CX73	MXAN_6885		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556808.1;	CP000113;	ABF86967;
Q1D4T6	MXAN_4162		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554165.1;	CP000113;	ABF86063;
Q1DE08	MXAN_0854		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550975.1;	CP000113;	ABF92052;
Q1D2E8	MXAN_5020		3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.88)	Myxococcus xanthus (strain DK 1622)	WP_011554996.1;	CP000113;	ABF88566;
Q1D2S9	MXAN_4887		Major facilitator family transporter	Myxococcus xanthus (strain DK 1622)	WP_011554869.1;	CP000113;	ABF91794;
Q1D685	MXAN_3651		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91452;
Q1D7W2	MXAN_3053		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553108.1;	CP000113;	ABF92669;
Q1D3L7	MXAN_4588		YihY family protein	Myxococcus xanthus (strain DK 1622)	WP_011554583.1;	CP000113;	ABF92431;
Q1D4Y8	MXAN_4107		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011554113.1;	CP000113;	ABF91078;
Q1D9J1	MXAN_2462		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552534.1;	CP000113;	ABF92272;
Q1DGA3	MXAN_0037		Putative aliphatic sulfonates ABC transporter, ATP-binding protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90578;
Q1CWT3	MXAN_7027		Sensory box histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011556946.1;	CP000113;	ABF89045;
